,platform_name,platform_version,platform_product,platform_manufacturer,platform_layout,platform_os,platform_description,date,label,s_movement,do_absolute,do_alpha,do_beta,do_gamma,acc_g_x,acc_g_y,acc_g_z,acc_x,acc_y,acc_z,rot_alpha,rot_beta,rot_gamma
0,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:04.339Z,camera,a,False,247.5,53.6,6.0,-0.30000000000000004,8.200000000000001,5.6000000000000005,-0.30000000000000004,-0.30000000000000004,0.1,-1.6,1.4,-4.1
1,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:04.540Z,camera,a,False,243.0,62.5,7.800000000000002,-0.8,8.6,4.800000000000002,0.2,0.1,-0.30000000000000004,-18.5,-6.699999999999998,-5.300000000000002
2,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:04.741Z,camera,a,False,243.5,63.6,5.5,0.7000000000000001,9.9,3.7,-1.1,-1.1,0.6000000000000001,27.6,-23.800000000000004,4.7
3,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:04.943Z,camera,a,False,242.7,66.8,4.3,0.5,9.3,1.9,-0.8,-0.30000000000000004,2.0,-3.8,12.9,13.8
4,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:05.144Z,camera,a,False,242.2,69.10000000000001,-1.0,-0.9,8.5,3.9,1.0,0.7000000000000001,-0.4,47.7,-21.1,-0.2
5,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:05.347Z,camera,a,False,245.1,73.9,-3.7,-0.1,8.5,2.8000000000000003,0.2,0.9,-0.1,-11.900000000000002,23.4,1.9
6,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:05.548Z,camera,a,False,234.8,70.2,8.4,-0.7000000000000001,8.3,3.9,0.2,0.9,-0.6000000000000001,-6.300000000000002,-22.5,-9.5
7,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:05.748Z,camera,a,False,240.4,70.0,1.3,1.0,8.8,4.0,-0.9,0.5,-0.7000000000000001,13.200000000000005,-32.7,32.7
8,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:05.949Z,camera,a,False,242.2,69.5,-3.7,-1.2000000000000002,8.9,4.2,1.4,0.30000000000000004,-0.8,3.6000000000000005,1.8000000000000005,0.7
9,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:06.149Z,camera,a,False,245.7,69.7,-6.5,0.2,8.9,3.5,0.1,0.30000000000000004,-0.1,4.2,7.6,-2.3
10,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:06.350Z,camera,a,False,247.7,70.2,-7.2,0.30000000000000004,9.0,3.6,0.1,0.30000000000000004,-0.30000000000000004,-1.0,7.8,-1.4
11,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:06.551Z,camera,a,False,247.2,70.10000000000001,-5.800000000000002,0.30000000000000004,9.0,3.2,0.1,0.2,0.1,-2.3,0.9000000000000001,1.4
12,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:06.751Z,camera,a,False,248.0,69.7,-6.5,0.6000000000000001,9.5,3.6,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,1.0,1.6,4.4
13,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:06.952Z,camera,a,False,249.5,70.10000000000001,-7.7,0.4,9.2,3.3000000000000003,0.0,0.0,0.0,3.5,-1.7,12.1
14,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:07.152Z,camera,a,False,248.7,70.3,-6.1000000000000005,0.4,9.2,3.2,0.0,0.0,0.1,-1.2000000000000002,5.300000000000002,-4.2
15,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:07.353Z,camera,a,False,248.3,70.2,-5.1000000000000005,0.30000000000000004,9.3,3.5,0.0,-0.1,-0.1,2.1,0.6000000000000001,3.0
16,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:07.555Z,camera,a,False,247.1,70.3,-3.9,0.0,9.1,3.4000000000000004,0.2,0.1,-0.1,-2.4000000000000004,-2.2,-2.0
17,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:07.758Z,camera,a,False,247.2,70.4,-3.7,0.2,9.2,3.0,0.0,0.1,0.30000000000000004,1.5,3.2,0.4
18,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:07.959Z,camera,a,False,246.6,70.4,-2.9000000000000004,0.2,9.2,3.4000000000000004,-0.1,0.0,-0.1,-1.7,3.9,-0.9000000000000001
19,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:08.159Z,camera,a,False,246.5,70.4,-2.8000000000000003,0.0,9.2,3.1,0.2,0.0,0.2,0.7,1.0,-0.9000000000000001
20,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:08.360Z,camera,a,False,246.5,70.4,-2.6,0.2,9.1,3.2,0.0,0.1,0.1,-0.8,0.1,-1.1
21,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:08.561Z,camera,a,False,246.1,70.3,-2.3000000000000003,0.2,9.3,3.3000000000000003,-0.1,0.0,0.0,0.6000000000000001,0.6000000000000001,-0.1
22,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:08.762Z,camera,a,False,246.0,70.60000000000002,-2.0,0.2,9.3,3.1,0.0,-0.1,0.1,2.2,2.3,0.7
23,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:08.962Z,camera,a,False,242.5,70.2,3.2,-1.0,8.4,3.7,0.8,0.9,-0.4,-2.0,27.6,-13.3
24,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:09.163Z,camera,a,False,240.5,67.3,7.6,-1.1,8.700000000000001,5.1000000000000005,0.5,0.30000000000000004,-1.3,-33.300000000000004,31.1,-30.7
25,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T06:56:09.364Z,camera,a,False,243.6,62.90000000000001,-2.3000000000000003,1.1,7.7,8.3,-0.8,1.0,-3.7,-43.70000000000001,-27.6,35.0
