,platform_name,platform_version,platform_product,platform_manufacturer,platform_layout,platform_os,platform_description,date,label,s_movement,do_absolute,do_alpha,do_beta,do_gamma,acc_g_x,acc_g_y,acc_g_z,acc_x,acc_y,acc_z,rot_alpha,rot_beta,rot_gamma
0,Chrome Mobile,86.0.4240.185,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Asus X01AD (Android 9),2020-11-06T07:49:53.666Z,kanban,komodo,False,111.8,52.40000000000001,8.4,-0.6000000000000001,7.800000000000002,6.300000000000002,0.30000000000000004,0.0,0.30000000000000004,3.6000000000000005,-0.5,1.4
1,Chrome Mobile,86.0.4240.185,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Asus X01AD (Android 9),2020-11-06T07:49:53.867Z,kanban,komodo,False,90.3,120.6,3.8,0.30000000000000004,8.0,-5.1000000000000005,-0.1,-0.30000000000000004,-0.2,1.5,0.2,0.0
2,Chrome Mobile,86.0.4240.185,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Asus X01AD (Android 9),2020-11-06T07:49:54.068Z,kanban,komodo,False,90.8,120.4,3.6,0.1,8.3,-4.7,-0.2,0.0,0.1,-1.2000000000000002,2.9,-0.8
3,Chrome Mobile,86.0.4240.185,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Asus X01AD (Android 9),2020-11-06T07:49:54.269Z,kanban,komodo,False,91.0,120.4,3.6,0.30000000000000004,8.200000000000001,-4.800000000000002,0.0,-0.1,0.0,3.1,2.3,-2.5
4,Chrome Mobile,86.0.4240.185,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Asus X01AD (Android 9),2020-11-06T07:49:54.470Z,kanban,komodo,False,91.0,120.6,3.6,0.6000000000000001,8.1,-4.7,0.2,-0.2,0.1,0.30000000000000004,-0.8,1.3
5,Chrome Mobile,86.0.4240.185,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Asus X01AD (Android 9),2020-11-06T07:49:54.675Z,kanban,komodo,False,91.4,120.5,3.4000000000000004,0.1,8.3,-4.7,-0.2,0.1,0.1,0.0,0.5,-0.30000000000000004
6,Chrome Mobile,86.0.4240.185,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Asus X01AD (Android 9),2020-11-06T07:49:54.885Z,kanban,komodo,False,91.5,120.7,3.3000000000000003,0.2,8.3,-4.800000000000002,-0.1,0.1,0.0,-0.9000000000000001,1.7,-0.30000000000000004
7,Chrome Mobile,86.0.4240.185,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Asus X01AD (Android 9),2020-11-06T07:49:55.086Z,kanban,komodo,False,91.9,120.7,3.1,0.30000000000000004,8.1,-4.800000000000002,0.1,-0.1,0.0,-0.7,0.9000000000000001,0.8
8,Chrome Mobile,86.0.4240.185,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Asus X01AD (Android 9),2020-11-06T07:49:55.287Z,kanban,komodo,False,91.7,120.7,3.5,0.2,8.200000000000001,-4.9,-0.1,0.0,0.0,0.5,1.6,-1.3
9,Chrome Mobile,86.0.4240.185,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Asus X01AD (Android 9),2020-11-06T07:49:55.495Z,kanban,komodo,False,91.5,120.8,3.7,0.4,8.200000000000001,-4.9,0.1,0.0,0.0,-0.8,0.8,0.1
10,Chrome Mobile,86.0.4240.185,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Asus X01AD (Android 9),2020-11-06T07:49:55.703Z,kanban,komodo,False,91.4,120.9,3.7,0.30000000000000004,8.1,-4.800000000000002,0.0,-0.1,0.1,-1.7,0.0,-0.5
11,Chrome Mobile,86.0.4240.185,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Asus X01AD (Android 9),2020-11-06T07:49:55.905Z,kanban,komodo,False,91.6,120.9,3.6,0.30000000000000004,8.200000000000001,-4.9,0.0,0.1,0.0,3.3000000000000007,1.0,-0.4
12,Chrome Mobile,86.0.4240.185,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Asus X01AD (Android 9),2020-11-06T07:49:56.106Z,kanban,komodo,False,91.7,121.3,3.8,0.30000000000000004,8.1,-4.9,0.0,0.0,0.0,3.1,1.8000000000000005,-1.1
13,Chrome Mobile,86.0.4240.185,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Asus X01AD (Android 9),2020-11-06T07:49:56.307Z,kanban,komodo,False,91.7,121.4,3.8,0.5,8.1,-4.9,0.2,-0.1,0.0,-2.9,-0.4,0.9000000000000001
14,Chrome Mobile,86.0.4240.185,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Asus X01AD (Android 9),2020-11-06T07:49:56.508Z,kanban,komodo,False,91.6,121.3,4.1000000000000005,0.1,8.3,-4.9,-0.2,0.1,0.0,-1.9,0.9000000000000001,-2.4000000000000004
15,Chrome Mobile,86.0.4240.185,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Asus X01AD (Android 9),2020-11-06T07:49:56.721Z,kanban,komodo,False,92.1,121.2,4.2,0.30000000000000004,8.3,-5.1000000000000005,0.0,0.2,-0.2,0.1,-1.6,-0.4
