,platform_name,platform_version,platform_product,platform_manufacturer,platform_layout,platform_os,platform_description,date,label,s_movement,do_absolute,do_alpha,do_beta,do_gamma,acc_g_x,acc_g_y,acc_g_z,acc_x,acc_y,acc_z,rot_alpha,rot_beta,rot_gamma
0,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:36:41.538Z,camera,jskd,False,30.3,26.700000000000006,-1.9,0.5,5.0,8.6,-0.1,0.6000000000000001,0.9,13.1,16.700000000000006,-4.4
1,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:36:41.739Z,camera,jskd,False,28.8,38.3,1.3,0.5,6.1000000000000005,7.9,0.6000000000000001,0.0,0.1,0.8,-3.9,7.9
2,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:36:41.944Z,camera,jskd,False,28.6,38.90000000000001,0.8,-0.2,6.2,7.4,-0.1,0.1,-0.2,-1.6,-5.2,4.5
3,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:36:42.145Z,camera,jskd,False,28.200000000000006,38.90000000000001,1.4,-0.7000000000000001,6.0,7.300000000000002,-0.5,-0.1,-0.2,-0.1,3.2,-1.9
4,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:36:42.346Z,camera,jskd,False,28.9,39.0,0.8,-0.2,6.1000000000000005,7.6,0.0,-0.1,-0.1,-1.5,6.2,-4.1
5,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:36:42.547Z,camera,jskd,False,29.8,41.1,-0.9,1.0,8.1,7.5,0.9,1.4,0.1,31.8,-21.500000000000004,5.0
6,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:36:42.748Z,camera,jskd,False,28.6,50.8,-1.9,-0.7000000000000001,8.3,5.7,-1.1,0.6000000000000001,-0.8,56.2,-7.9,-6.500000000000001
7,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:36:42.948Z,camera,jskd,False,26.0,63.0,1.7000000000000002,0.4,7.0,3.6,0.30000000000000004,-1.8,-1.3,61.9,41.1,-9.2
8,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:36:43.149Z,camera,jskd,False,22.5,67.9,5.0,-0.30000000000000004,8.200000000000001,4.1000000000000005,0.0,-0.9,0.30000000000000004,31.4,-19.300000000000004,-4.1
9,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:36:43.350Z,camera,jskd,False,24.200000000000006,69.2,1.8,-0.7000000000000001,8.5,3.5,-0.6000000000000001,-0.8,0.6000000000000001,22.4,2.9,1.5
10,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:36:43.551Z,camera,jskd,False,27.1,69.5,-0.5,0.0,9.2,3.5,-0.2,-0.1,0.0,-10.3,15.1,-3.2
11,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:36:43.752Z,camera,jskd,False,27.1,69.60000000000001,-0.5,0.0,9.0,3.3000000000000003,0.0,-0.2,-0.2,-8.100000000000001,-0.2,-5.500000000000001
12,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:36:43.952Z,camera,jskd,False,26.6,69.7,-0.30000000000000004,-0.30000000000000004,9.2,2.8000000000000003,-0.1,-0.1,-0.4,5.0,3.7000000000000006,-5.2
