,platform_name,platform_version,platform_product,platform_manufacturer,platform_layout,platform_os,platform_description,date,label,s_movement,do_absolute,do_alpha,do_beta,do_gamma,acc_g_x,acc_g_y,acc_g_z,acc_x,acc_y,acc_z,rot_alpha,rot_beta,rot_gamma
0,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:04.906Z,camera,b,False,34.4,40.7,5.5,0.30000000000000004,6.7,7.800000000000002,1.7000000000000002,0.4,0.7000000000000001,-16.900000000000002,-1.4,-5.2
1,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:05.108Z,camera,b,False,32.9,37.4,3.2,-0.2,6.1000000000000005,7.9,0.30000000000000004,0.2,0.1,-6.0,-3.9,1.1
2,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:05.310Z,camera,b,False,32.7,37.7,3.2,-0.1,6.2,8.4,0.2,0.1,0.30000000000000004,-8.600000000000001,-1.8000000000000005,3.9
3,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:05.510Z,camera,b,False,33.1,38.2,2.9000000000000004,-0.5,6.2,6.9,0.0,0.1,-0.9,5.9,-9.2,2.2
4,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:05.711Z,camera,b,False,33.1,40.6,3.3000000000000003,-0.30000000000000004,9.2,8.8,0.0,2.9000000000000004,1.1,44.6,5.6,-1.3
5,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:05.912Z,camera,b,False,28.3,56.40000000000001,4.4,-0.5,7.300000000000002,4.4,-0.4,-1.2000000000000002,-1.0,113.3,-23.2,8.700000000000001
6,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:06.113Z,camera,b,False,25.9,67.60000000000001,7.300000000000002,0.30000000000000004,7.6,3.9,1.4,-1.5,0.0,18.5,-2.2,-5.0
7,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:06.314Z,camera,b,False,28.0,68.4,5.5,-1.0,8.700000000000001,3.6,-0.5,-0.5,0.0,4.0,-7.200000000000001,-1.6
8,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:06.515Z,camera,b,False,30.6,66.9,1.7000000000000002,0.1,9.1,5.300000000000002,-0.30000000000000004,0.2,1.2000000000000002,-5.4,-16.0,10.0
9,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:06.715Z,camera,b,False,32.6,67.9,-0.5,0.1,9.1,3.2,-0.1,0.0,-0.6000000000000001,-5.2,4.5,3.5
10,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:06.916Z,camera,b,False,31.9,67.8,-0.2,0.0,9.0,3.3000000000000003,0.0,0.0,-0.4,3.0,4.800000000000002,-8.600000000000001
11,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:07.117Z,camera,b,False,30.8,67.7,0.7000000000000001,0.1,8.9,3.7,0.30000000000000004,-0.1,0.30000000000000004,-0.5,2.4000000000000004,-4.2
12,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:07.318Z,camera,b,False,30.9,67.7,0.7000000000000001,0.1,9.0,3.4000000000000004,0.1,0.0,-0.30000000000000004,1.9,-1.4,-0.5
13,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:07.519Z,camera,b,False,31.3,67.9,0.30000000000000004,-0.1,9.0,4.1000000000000005,-0.30000000000000004,-0.1,0.0,7.500000000000001,3.9,-0.7
14,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:07.720Z,camera,b,False,32.2,68.5,-0.5,0.2,9.1,3.5,0.1,0.1,-0.30000000000000004,-5.6,1.3,3.9
15,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:07.925Z,camera,b,False,32.6,68.3,-1.0,0.2,9.1,3.9,0.1,0.0,0.30000000000000004,8.0,-5.6,2.2
16,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:08.126Z,camera,b,False,32.300000000000004,68.5,-0.4,-0.30000000000000004,9.1,3.1,-0.4,0.0,-0.8,9.8,0.7,-2.8
17,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:08.328Z,camera,b,False,32.0,68.2,0.1,0.1,9.1,4.1000000000000005,0.1,0.0,0.6000000000000001,5.500000000000001,2.0,1.4
18,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:08.529Z,camera,b,False,31.3,68.0,0.6000000000000001,-0.4,9.0,3.7,-0.2,0.0,0.0,-5.4,8.600000000000001,-5.4
19,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:08.730Z,camera,b,False,31.0,68.0,0.9,0.30000000000000004,9.1,4.0,0.30000000000000004,0.1,0.4,-3.9,6.0,-3.3000000000000007
20,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:08.931Z,camera,b,False,31.3,68.7,1.2000000000000002,-0.2,9.1,2.2,-0.1,0.0,-1.3,3.9,-2.8,-2.7
21,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:09.133Z,camera,b,False,31.0,67.60000000000001,1.6,-0.30000000000000004,8.9,4.0,-0.2,-0.1,0.30000000000000004,5.8,1.5,-0.6000000000000001
22,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:09.334Z,camera,b,False,29.9,67.9,2.7,-0.4,9.1,3.9,-0.2,0.0,0.1,-1.2000000000000002,7.8,-2.5
23,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:09.535Z,camera,b,False,30.8,68.0,2.1,-0.1,9.0,3.6,0.0,-0.1,0.0,-3.8,1.3,-1.1
24,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 10,2020-11-06T07:34:09.738Z,camera,b,False,31.0,68.4,2.5,0.1,9.1,3.8,0.30000000000000004,0.0,0.1,18.700000000000006,10.1,-2.1
